time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.data.data
2022/10/21/16:49:39.976691,309,1666392579,967719635,,405.9139709472656
2022/10/21/16:49:40.177504,310,1666392580,166719635,,387.3411865234375
2022/10/21/16:49:40.378021,311,1666392580,365719635,,401.0263977050781
2022/10/21/16:49:40.574600,312,1666392580,565719635,,391.2512512207031
2022/10/21/16:49:40.775427,313,1666392580,764719635,,399.0713806152344
2022/10/21/16:49:40.976570,314,1666392580,966719635,,388.3186950683594
2022/10/21/16:49:41.176813,315,1666392581,170314994,,383.4311218261719
2022/10/21/16:49:41.377375,316,1666392581,368314994,,396.1388244628906
2022/10/21/16:49:41.574110,317,1666392581,568314994,,387.3411865234375
2022/10/21/16:49:41.774770,318,1666392581,767314994,,328.6901550292969
2022/10/21/16:49:41.975249,319,1666392581,966314994,,405.9139709472656
2022/10/21/16:49:42.172144,320,1666392582,166314994,,386.3636474609375
2022/10/21/16:49:42.372763,321,1666392582,365314994,,403.9589538574219
2022/10/21/16:49:42.573449,322,1666392582,564314994,,391.2512512207031
2022/10/21/16:49:42.770150,323,1666392582,763314994,,393.2062683105469
2022/10/21/16:49:42.971278,324,1666392582,963314994,,392.228759765625
2022/10/21/16:49:43.171421,325,1666392583,162314994,,381.47607421875
2022/10/21/16:49:43.368318,326,1666392583,361314994,,375.6109313964844
2022/10/21/16:49:43.569118,327,1666392583,564314994,,363.8807373046875
2022/10/21/16:49:43.769836,328,1666392583,760936082,,362.9032287597656
2022/10/21/16:49:43.970250,329,1666392583,960936082,,344.3304138183594
2022/10/21/16:49:44.170869,330,1666392584,160936082,,372.6783752441406
2022/10/21/16:49:44.367671,331,1666392584,358936082,,358.0156555175781
2022/10/21/16:49:44.568170,332,1666392584,558936082,,366.81329345703125
2022/10/21/16:49:44.766414,333,1666392584,757936082,,376.5885009765625
2022/10/21/16:49:44.965601,334,1666392584,956936082,,370.7233581542969
2022/10/21/16:49:45.166303,335,1666392585,156936082,,358.0156555175781
2022/10/21/16:49:45.362953,336,1666392585,355936082,,342.3753967285156
2022/10/21/16:49:45.563636,337,1666392585,554936082,,315.9823913574219
2022/10/21/16:49:45.764160,338,1666392585,753936082,,423.50927734375
2022/10/21/16:49:45.961042,339,1666392585,953936082,,348.240478515625
2022/10/21/16:49:46.165682,340,1666392586,155936082,,343.3529052734375
2022/10/21/16:49:46.362784,341,1666392586,354515613,,423.50927734375
2022/10/21/16:49:46.562997,342,1666392586,554515613,,417.6441650390625
2022/10/21/16:49:46.763725,343,1666392586,753515613,,427.41937255859375
2022/10/21/16:49:46.960580,344,1666392586,952515613,,416.6666564941406
2022/10/21/16:49:47.161124,345,1666392587,151515613,,429.3744201660156
2022/10/21/16:49:47.361659,346,1666392587,351515613,,338.4653015136719
2022/10/21/16:49:47.558473,347,1666392587,550515613,,360.94818115234375
2022/10/21/16:49:47.759419,348,1666392587,749515613,,318.9149475097656
2022/10/21/16:49:47.959818,349,1666392587,949515613,,316.95989990234375
2022/10/21/16:49:48.156459,350,1666392588,147515613,,343.3529052734375
2022/10/21/16:49:48.357049,351,1666392588,347515613,,304.252197265625
2022/10/21/16:49:48.558223,352,1666392588,547515613,,287.6344299316406
2022/10/21/16:49:48.761504,353,1666392588,748515613,,414.7116394042969
2022/10/21/16:49:48.959164,354,1666392588,948373378,,425.46429443359375
2022/10/21/16:49:49.156012,355,1666392589,147373378,,299.3646240234375
2022/10/21/16:49:49.356544,356,1666392589,346373378,,425.46429443359375
2022/10/21/16:49:49.557214,357,1666392589,546373378,,299.3646240234375
2022/10/21/16:49:49.753906,358,1666392589,745373378,,430.3519287109375
2022/10/21/16:49:49.954715,359,1666392589,944373378,,414.7116394042969
2022/10/21/16:49:50.151632,360,1666392590,143373378,,370.7233581542969
2022/10/21/16:49:50.352646,361,1666392590,343373378,,347.2629699707031
2022/10/21/16:49:50.553424,362,1666392590,542373378,,307.18475341796875
2022/10/21/16:49:50.749336,363,1666392590,741373378,,416.6666564941406
2022/10/21/16:49:50.950017,364,1666392590,941373378,,373.6559143066406
2022/10/21/16:49:51.151008,365,1666392591,139373378,,424.4867858886719
2022/10/21/16:49:51.351581,366,1666392591,342373378,,427.41937255859375
2022/10/21/16:49:51.551996,367,1666392591,541057409,,426.4418640136719
2022/10/21/16:49:51.748880,368,1666392591,740057409,,416.6666564941406
2022/10/21/16:49:51.949500,369,1666392591,940057409,,412.756591796875
2022/10/21/16:49:52.150319,370,1666392592,139057409,,424.4867858886719
2022/10/21/16:49:52.347208,371,1666392592,338057409,,407.8690185546875
2022/10/21/16:49:52.547493,372,1666392592,537057409,,426.4418640136719
2022/10/21/16:49:52.748206,373,1666392592,737057409,,424.4867858886719
2022/10/21/16:49:52.948072,374,1666392592,936057409,,420.57672119140625
2022/10/21/16:49:53.145571,375,1666392593,135057409,,423.50927734375
2022/10/21/16:49:53.346167,376,1666392593,335057409,,411.7790832519531
2022/10/21/16:49:53.542844,377,1666392593,533057409,,431.3294372558594
2022/10/21/16:49:53.743623,378,1666392593,733057409,,421.5542297363281
2022/10/21/16:49:53.944127,379,1666392593,935057409,,427.41937255859375
2022/10/21/16:49:54.145147,380,1666392594,137273206,,416.6666564941406
